Product SKU,Transaction ID,Product,Source,City,Product Revenue,Quantity
HAI200-GOLD,#6519,Mini Bride Crowns - Gold (Bride),google,Fort Worth,$47.22,3
HAI200-GOLD,#6578,Mini Bride Crowns - Gold (Bride),google,Charlottetown,$47.22,3
HAI200-GOLD,#6743,Mini Bride Crowns - Gold (Bride),google,Houston,$47.22,3
HAI200-GOLD,#6921,Mini Bride Crowns - Gold (Bride),google,Waltham,$47.22,3
HAI200-GOLD,#7061,Mini Bride Crowns - Gold (Bride),google,New York,$47.22,3
HAI200-GOLD,#7087,Mini Bride Crowns - Gold (Bride),mail.google.com,Seattle,$47.22,3
NAP100,#2611,Rose All Day Napkins,checkout.shopify.com,New York,$47.22,8
NAP1200,#7053,Pineapple Party Napkins,pinterest.com,Los Angeles,$47.22,8
NAP1600,#6701,Ring Bling Napkins,(direct),Waukesha,$47.22,8
NAP1900,#6634,Sip Sip Ole Napkins,google,Encinitas,$47.22,8
NAP1900,#7843,Sip Sip Ole Napkins,l.instagram.com,(not set),$47.22,8
NAP1900,#8904,Sip Sip Ole Napkins,pinterest.com,Mount Pleasant,$47.22,8
NAP400,#7234,Flamingo Napkins,google,Bonita Springs,$47.22,8
NAP800,#8014,Last Fling Before The Ring Napkins,Master,Holbrook,$47.22,8
NAP900,#7580,Let's Flamingle Napkins,google,Melbourne,$47.22,8
NAP900,#8408,Let's Flamingle Napkins,google,Palm Beach Gardens,$47.22,8
PLA100,#7383,Blush Gold Dots Snack Plates,Master,Delafield,$47.22,8
PLA300,#7792,Cactus Snack Plates,google,Greenville,$47.22,8
PLA300,#7802,Cactus Snack Plates,google,Miami,$47.22,8
PLA300,#7843,Cactus Snack Plates,l.instagram.com,(not set),$47.22,8
PLA300,#7975,Cactus Snack Plates,google,Valley Park,$47.22,8
PLA300,#8145,Cactus Snack Plates,google,New York,$47.22,8
PLA300,#8311,Cactus Snack Plates,google,Huntington Beach,$47.22,8
PLA400,#7732,Final Fiesta Snack Plates,google,Jacksonville,$47.22,8
PLA500,#6814,Let's Flamingle Snack Plates,pinterest.com,Detroit,$47.22,8
PLA700,#8151,Pineapple Snack Plates,google,Seattle,$47.22,8
SHO1300,#7971,Anchor Shot Cups (8 count),google,Chicago,$47.22,8
SHO700,#7975,Let's Get Smashed Shot Cups (8 count),google,Valley Park,$47.22,8
SHO900,#6827,Team Bride Shot Glass Set,google,(not set),$47.22,3
STR1100,#7753,Team Bride Party Straws,google,Greenville,$47.22,5
STR1100,#8192,Team Bride Party Straws,google,Sale,$47.22,5
STR1100,#8520,Team Bride Party Straws,(direct),Boston,$47.22,5
STR1100,#8763,Team Bride Party Straws,knoji.com,Rogers,$47.22,5
STR1100,#8921,Team Bride Party Straws,pinterest.com,Dallas,$47.22,5
SUN200-BT-HTPINK,#6548,Bride Tribe Sunnies - Bride Tribe (Neon Pink Frames),themillennialmiss.com,Durham,$47.22,8
SUN200-BT-HTPINK,#7890,Bride Tribe Sunnies - Bride Tribe (Neon Pink Frames),google,Pembroke,$47.22,8
SUN200-BT-HTPINK,#8106,Bride Tribe Sunnies - Bride Tribe (Neon Pink Frames),google,Vancouver,$47.22,8
SUN200-BT-LTPINK,#7619,Bride Tribe Sunnies - Bride Tribe (Light Pink Frames),Master,Overland Park,$47.22,8
SUN200-BT-LTPINK,#7890,Bride Tribe Sunnies - Bride Tribe (Light Pink Frames),google,Pembroke,$47.22,8
SUN200-BT-LTPINK,#8106,Bride Tribe Sunnies - Bride Tribe (Light Pink Frames),google,Vancouver,$47.22,8
SUN200-HTPINK,#5490,Heart Sunnies - Hot Pink,google,San Antonio,$47.22,8
SUN200-HTPINK,#5552,Heart Sunnies - Hot Pink,(direct),Dallas,$47.22,8
SUN200-LTPINK,#4238,Heart Sunnies - Light Pink,(direct),Greensboro,$47.22,8
SUN200-WHITE,#3573,Heart Sunnies - White,google,Denver,$47.22,8
SUN500-BT-BLACK,#4962,Bride & Bride Tribe Sunnies - Bride Tribe (Black Frames),l.facebook.com,Cambridge,$47.22,8
SUN500-HTPINK,#8355,Heart Sunnies - Hot Pink,google,San Francisco,$47.22,8
SUN500-HTPINK,#8511,Heart Sunnies - Hot Pink,google,San Francisco,$47.22,8
SUN500-LTPINK,#8355,Heart Sunnies - Light Pink,google,San Francisco,$47.22,8
SUN500-LTPINK,#8511,Heart Sunnies - Light Pink,google,San Francisco,$47.22,8
SUN500-LTPINK,#8927,Heart Sunnies - Light Pink,pinterest.com,Palm Beach Gardens,$47.22,8
SUN500-WHITE,#6578,Heart Sunnies - White,google,Charlottetown,$47.22,8
SUN500-WHITE,#8511,Heart Sunnies - White,google,San Francisco,$47.22,8
TUM1200,#8105,Clear Glass Diamond Sipper with Straw,google,Hartsville,$47.22,3
TUM1200,#8554,Clear Glass Diamond Sipper with Straw,(direct),New York,$47.22,3
TUM1200,#9007,Clear Glass Diamond Sipper with Straw,google,Arlington Heights,$47.22,3
TUM1300,#8084,Pink Glass Diamond Sipper with Straw,us15.admin.mailchimp.com,Houston,$47.22,3
TUM1300,#8192,Pink Glass Diamond Sipper with Straw,google,Sale,$47.22,3
TUM1300,#8455,Pink Glass Diamond Sipper with Straw,weddingforward.com,San Francisco,$47.22,3
TUM1300,#8708,Pink Glass Diamond Sipper with Straw,pay.shopify.com,San Francisco,$47.22,3
TUM400,#5678,Yay Wine! Wine Tumbler Set,google,Bangkok,$47.22,3
TAN900-BRI-S,#8791,Mermaid Squad Tanks - Mermaid Bride (White) / S,(direct),North Bethesda,$47.09,3
TAN900-LTP-L,#8791,Mermaid Squad Tanks - Mermaid Squad (Light Purple) / L,(direct),North Bethesda,$47.09,3
TAN900-T-L,#8791,Mermaid Squad Tanks - Mermaid Squad (Teal) / L,(direct),North Bethesda,$47.09,3
TAN900-T-XL,#8791,Mermaid Squad Tanks - Mermaid Squad (Teal) / XL,(direct),North Bethesda,$47.09,3
HAI800,#7419,Bridesmaid Headband,google,Laguna Niguel,$46.96,5
KOZ500-BRI-WHITE,#8580,Bride Tribe Koozies - Neon Pink (Bride Tribe),google,Fond du Lac,$46.43,16
GAM2300,#7120,Miss To Mrs. Memory Book,searchencrypt.com,Orland Park,$44.60,3
GAM2300,#7161,Miss To Mrs. Memory Book,(direct),Grand Blanc Township,$44.60,3
GAM2300,#7208,Miss To Mrs. Memory Book,google,Minneapolis,$44.60,3
GAM2300,#7247,Miss To Mrs. Memory Book,google,Charlotte,$44.60,3
GAM2300,#7250,Miss To Mrs. Memory Book,Master,Fort Wayne,$44.60,3
GAM2300,#7261,Miss To Mrs. Memory Book,Master,Grayslake,$44.60,3
GAM2300,#7325,Miss To Mrs. Memory Book,Master,Dubai,$44.60,3
GAM2300,#7370,Miss To Mrs. Memory Book,google,Crestview,$44.60,3
GAM2300,#7472,Miss To Mrs. Memory Book,google,Vancouver,$44.60,3
GAM2300,#7841,Miss To Mrs. Memory Book,google,Minneapolis,$44.60,3
GAM2300,#7871,Miss To Mrs. Memory Book,google,North Lauderdale,$44.60,3
GAM2300,#7906,Miss To Mrs. Memory Book,google,Hanover,$44.60,3
GAM2300,#7935,Miss To Mrs. Memory Book,google,Chicago,$44.60,3
GAM2300,#7995,Miss To Mrs. Memory Book,google,Hunters Creek,$44.60,3
GAM2300,#8168,Miss To Mrs. Memory Book,google,Kenmore,$44.60,3
GAM2300,#8193,Miss To Mrs. Memory Book,google,San Marcos,$44.60,3
GAM2300,#8225,Miss To Mrs. Memory Book,google,Greensburg,$44.60,3
GAM2300,#8410,Miss To Mrs. Memory Book,google,Chicago,$44.60,3
GAM2300,#8507,Miss To Mrs. Memory Book,(direct),Annandale,$44.60,3
GAM2300,#8533,Miss To Mrs. Memory Book,Master,Fort Worth,$44.60,3
GAM2300,#8537,Miss To Mrs. Memory Book,linktr.ee,Pinson,$44.60,3
GAM2300,#8564,Miss To Mrs. Memory Book,Master,Winston-Salem,$44.60,3
GAM2300,#8613,Miss To Mrs. Memory Book,google,Chicago,$44.60,3
GAM2300,#8627,Miss To Mrs. Memory Book,google,Austin,$44.60,3
GAM2300,#8710,Miss To Mrs. Memory Book,(direct),Washington,$44.60,3
GAM2300,#8808,Miss To Mrs. Memory Book,Master,Johnston,$44.60,3
GAM2300,#8832,Miss To Mrs. Memory Book,google,Jackson,$44.60,3
GAM2300,#8869,Miss To Mrs. Memory Book,pay.shopify.com,Meridian,$44.60,3
BAN100,#7208,Bach Shit Crazy Banner,google,Minneapolis,$44.47,3
BAN100,#7238,Bach Shit Crazy Banner,l.instagram.com,San Diego,$44.47,3
BAN2100,#7208,Sip Sip Hooray Banner,google,Minneapolis,$44.47,3
BAN2100,#7247,Sip Sip Hooray Banner,google,Charlotte,$44.47,3
BAN2200,#7208,Squad Goals Banner,google,Minneapolis,$44.47,3
BAN700,#7117,Engaged AF Banner,l.instagram.com,Portland,$44.47,3
TAN300-BT-MINT-XXL,#8251,Bride Tribe Tanks - Bride Tribe (Mint) / XXL,(direct),Wilmington,$44.47,3
TAN300-BT-PINK-L,#8251,Bride Tribe Tanks - Bride Tribe (Pink) / L,(direct),Wilmington,$44.47,3
TAN300-BT-PINK-M,#7597,Bride Tribe Tanks - Bride Tribe (Pink) / M,(direct),Seattle,$44.47,3
TAN300-BT-PINK-XS,#7928,Bride Tribe Tanks - Bride Tribe (Pink) / XS,google,Toronto,$44.47,3
TAN400-BRI-WHITE-M,#7591,Bride Tribe Tanks - Bride (White Tank) / M,(direct),Calgary,$44.47,3
TAN400-BRI-WHITE-M,#7928,Bride Tribe Tanks - Bride (White Tank) / M,google,Toronto,$44.47,3
TAN400-BRI-WHITE-M,#8097,Bride Tribe Tanks - Bride (White Tank) / M,l.instagram.com,Albuquerque,$44.47,3
TAN400-BRI-WHITE-S,#8163,Bride Tribe Tanks - Bride (White Tank) / S,google,Hillsboro,$44.47,3
TAN400-BRI-WHITE-XL,#8251,Bride Tribe Tanks - Bride (White Tank) / XL,(direct),Wilmington,$44.47,3
TAN400-BT-BLACK-L,#7496,Bride Tribe Tanks - Bride Tribe (Black Tank) / L,google,New York,$44.47,3
TAN400-BT-BLACK-S,#7928,Bride Tribe Tanks - Bride Tribe (Black Tank) / S,google,Toronto,$44.47,3
TAN400-BT-BLACK-XL,#8163,Bride Tribe Tanks - Bride Tribe (Black Tank) / XL,google,Hillsboro,$44.47,3
TAN400-BT-BLACK-XS,#7491,Bride Tribe Tanks - Bride Tribe (Black Tank) / XS,(direct),New York,$44.47,3
TAN400-BT-BLACK-XS,#8163,Bride Tribe Tanks - Bride Tribe (Black Tank) / XS,google,Hillsboro,$44.47,3
TAN400-BT-BLACK-XXL,#7488,Bride Tribe Tanks - Bride Tribe (Black Tank) / XXL,(direct),New York,$44.47,3
TAN500-DIL-WHITE-S,#7723,Drunk in Love Tanks - Drunk in Love (White Tank) / S,google,Los Altos,$44.47,3
TAN500-DIL-WHITE-S,#7820,Drunk in Love Tanks - Drunk in Love (White Tank) / S,(direct),Berlin,$44.47,3
TAN500-DIL-WHITE-S,#7981,Drunk in Love Tanks - Drunk in Love (White Tank) / S,google,Los Angeles,$44.47,3
TAN500-DIL-WHITE-XL,#7769,Drunk in Love Tanks - Drunk in Love (White Tank) / XL,(direct),Roseville,$44.47,3
TAN500-JD-BLACK-L,#7723,Drunk in Love Tanks - Just Drunk (Black Tank) / L,google,Los Altos,$44.47,3
TAN500-JD-BLACK-L,#7769,Drunk in Love Tanks - Just Drunk (Black Tank) / L,(direct),Roseville,$44.47,3
TAN500-JD-BLACK-L,#7770,Drunk in Love Tanks - Just Drunk (Black Tank) / L,(direct),San Francisco,$44.47,3
TAN500-JD-BLACK-L,#7820,Drunk in Love Tanks - Just Drunk (Black Tank) / L,(direct),Berlin,$44.47,3
TAN600-DIL-GREY-M,#8135,Drunk in Love Tanks - Drunk in Love (Grey) / M,google,Signal Mountain,$44.47,3
TAN600-DIL-GREY-M,#8252,Drunk in Love Tanks - Drunk in Love (Grey) / M,weddingforward.com,Grand Island,$44.47,3
TAN600-DIL-GREY-S,#8426,Drunk in Love Tanks - Drunk in Love (Grey) / S,google,Union Park,$44.47,3
TAN600-JD-PINK-M,#8102,Drunk in Love Tanks - Just Drunk (Pink) / M,m.facebook.com,Seattle,$44.47,3
TAN600-JD-PINK-S,#7979,Drunk in Love Tanks - Just Drunk (Pink) / S,google,Los Angeles,$44.47,3
TAN600-JD-PINK-XS,#8160,Drunk in Love Tanks - Just Drunk (Pink) / XS,(direct),Los Angeles,$44.47,3
29304632461,#1331,I Do Crew Flower Crowns - White,google,Rockville Centre,$41.97,5
29304635277,#1874,Bachelorette Mini Crowns - Gold (Bride),pinterest.com,Zurich,$41.97,3
29304851021,#1825,I Do Crew Flower Crowns - Pink,(direct),Watertown,$41.97,5
30173775949,#2272,Pink Pineapple Mason Jar Sipper,google,Green Cove Springs,$41.97,3
BAN2600,#6973,Mini Cactus String Lights,google,Seattle,$41.97,3
BAN2600,#7093,Mini Cactus String Lights,google,Cordova Bay,$41.97,3
BAN2600,#7238,Mini Cactus String Lights,l.instagram.com,San Diego,$41.97,3
CUP800,#3121,Feeling Tipsy Frost Flex Wine Cups (8 count),(direct),San Francisco,$41.97,5
GAM2600,#8559,"Bride To Be ""Mad Libs""",Master,Lynwood,$41.97,5
GAM2600,#8832,"Bride To Be ""Mad Libs""",google,Jackson,$41.97,5
HAI200-GOLD,#3188,Bachelorette Mini Crowns - Gold (Bride),google,Seattle,$41.97,3
HAI200-GOLD,#3414,Bachelorette Mini Crowns - Gold (Bride),(direct),New York,$41.97,3
HAI400-BLUE,#8044,I Do Crew Flower Crowns - Blue,google,New York,$41.97,10
HAI400-BLUE,#8799,I Do Crew Flower Crowns - Blue,google,Calabasas,$41.97,10
HAI400-PEACH,#7589,I Do Crew Flower Crowns - Peach,google,Jersey City,$41.97,10
HAI400-PEACH,#8044,I Do Crew Flower Crowns - Peach,google,New York,$41.97,10
HAI400-PEACH,#8799,I Do Crew Flower Crowns - Peach,google,Calabasas,$41.97,10
HAI400-PEACH,#9003,I Do Crew Flower Crowns - Peach,(direct),Boston,$41.97,10
HAI400-PINK,#8799,I Do Crew Flower Crowns - Pink,google,Calabasas,$41.97,10
HAI400-PURP,#8044,I Do Crew Flower Crowns - Purple,google,New York,$41.97,10
HAI400-PURP,#8799,I Do Crew Flower Crowns - Purple,google,Calabasas,$41.97,10
HAI400-WHITE,#8044,I Do Crew Flower Crowns - White,google,New York,$41.97,10
KOZ500-BT-BLACK,#7620,Bride Tribe Koozies - Black (Bride Tribe),google,New York,$41.97,10
KOZ600-CC-PINK,#8967,Champagne Campaign Koozies (10 Pack) - Single Koozie (Pink),google,Grand Rapids,$41.97,10
KOZ700-FSTR-ORANGE,#7753,Final Fiesta Koozies - Orange (Fiesta Siesta Tequila Repeat),google,Greenville,$41.97,10
KOZ800-BRI-WHITE,#7753,Final Fiesta Koozies - White (It's My Final Fiesta),google,Greenville,$41.97,10
KOZ800-FSTR-GREEN,#8006,Final Fiesta Koozies - Green (Fiesta Siesta Tequila Repeat),google,Monterey Park,$41.97,10
KOZ800-FSTR-GREEN,#8259,Final Fiesta Koozies - Green (Fiesta Siesta Tequila Repeat),google,Glendora,$41.97,10
KOZ900-SINGLE-PINK,#8882,Same Penis Forever Koozies (10 count) - Single Koozie (Pink),google,Mooresville,$41.97,10
PLA700,#8804,Team Bride Dinner Plates,Pinterest,Springfield,$41.97,5
STR100,#6518,Flamingo Straws,(direct),Hope Mills,$41.97,5
STR100,#7053,Flamingo Straws,pinterest.com,Los Angeles,$41.97,5
SUN700-PINKPINK,#7262,Retro Heart Sunnies - Light Pink (Pink Lenses),google,Encinitas,$41.97,5
SUN800-PINKGREY,#8738,Retro Heart Sunnies - Light Pink,google,Providence,$41.97,5
SUN800-PINKGREY,#9025,Retro Heart Sunnies - Light Pink,google,Lakeville,$41.97,5
BAN2700,#7393,Flamingo String Lights,(direct),Stillwater,$41.84,3
BAN2700,#7634,Flamingo String Lights,mail.google.com,Surrey,$41.84,3
BAN2700,#7841,Flamingo String Lights,google,Minneapolis,$41.84,3
BAN3400,#8873,Nacho Average Bach Banner,pinterest.com,Portland,$41.84,3
BAN4200,#9046,Gettin' Hitched Banner,google,Platte,$41.84,3
30279306957,#1954,Bachelorette Tattoo Party Pack,(direct),Savage,$39.35,3
39877676685,#3121,Inflatable Hunk Ring Toss,(direct),San Francisco,$39.35,3
39877676685,#3530,Inflatable Hunk Ring Toss,Master,Seattle,$39.35,3
39877676685,#3897,Inflatable Hunk Ring Toss,google,Cape Coral,$39.35,3
39877676685,#5584,Inflatable Hunk Ring Toss,google,Charlotte,$39.35,3
39877676685,#5672,Inflatable Hunk Ring Toss,google,Los Angeles,$39.35,3
DES200,#3580,Diamond Treat Toppers,google,New York,$39.35,3
DES200,#7002,Diamond Treat Toppers,pinterest.com,Fort Worth,$39.35,3
DES200,#7536,Diamond Treat Toppers,google,Prince Albert,$39.35,3
GAM1000,#6654,Inflatable Hunk Ring Toss,l.instagram.com,Chesapeake,$39.35,3
GAM1000,#6670,Inflatable Hunk Ring Toss,google,Norwood,$39.35,3
GAM1000,#6735,Inflatable Hunk Ring Toss,pinterest.com,Highland Park,$39.35,3
GAM1000,#6770,Inflatable Hunk Ring Toss,google,Sudbury,$39.35,3
GAM1000,#6816,Inflatable Hunk Ring Toss,google,Spotsylvania Courthouse,$39.35,3
GAM1000,#6835,Inflatable Hunk Ring Toss,(direct),Los Angeles,$39.35,3
GAM1000,#6836,Inflatable Hunk Ring Toss,(direct),New York,$39.35,3
GAM1000,#6883,Inflatable Hunk Ring Toss,google,Arvada,$39.35,3
GAM1000,#6940,Inflatable Hunk Ring Toss,pinterest.com,Cleveland,$39.35,3
GAM1000,#7037,Inflatable Hunk Ring Toss,google,Sudbury,$39.35,3
GAM1000,#7041,Inflatable Hunk Ring Toss,(direct),Boston,$39.35,3
GAM1000,#7085,Inflatable Hunk Ring Toss,google,Germantown,$39.35,3
GAM1000,#7093,Inflatable Hunk Ring Toss,google,Cordova Bay,$39.35,3
GAM1000,#7102,Inflatable Hunk Ring Toss,bing,Bridgewater,$39.35,3
GAM1000,#7187,Inflatable Hunk Ring Toss,google,Philadelphia,$39.35,3
GAM1000,#7237,Inflatable Hunk Ring Toss,google,New York,$39.35,3
GAM1000,#7263,Inflatable Hunk Ring Toss,google,New York,$39.35,3
GAM1000,#7311,Inflatable Hunk Ring Toss,pinterest.com,New York,$39.35,3
GAM1000,#7335,Inflatable Hunk Ring Toss,(direct),Chicago,$39.35,3
GAM1000,#7351,Inflatable Hunk Ring Toss,google,Madison,$39.35,3
GAM1000,#7408,Inflatable Hunk Ring Toss,google,Coeur d'Alene,$39.35,3
GAM1000,#7563,Inflatable Hunk Ring Toss,google,Austin,$39.35,3
GAM1000,#7591,Inflatable Hunk Ring Toss,(direct),Calgary,$39.35,3
GAM1000,#7616,Inflatable Hunk Ring Toss,google,Chicago,$39.35,3
GAM1000,#7619,Inflatable Hunk Ring Toss,Master,Overland Park,$39.35,3
GAM1000,#7712,Inflatable Hunk Ring Toss,google,Burnaby,$39.35,3
GAM1000,#7717,Inflatable Hunk Ring Toss,(direct),Colton,$39.35,3
GAM1000,#7718,Inflatable Hunk Ring Toss,google,New York,$39.35,3
GAM1000,#7734,Inflatable Hunk Ring Toss,google,Wall Township,$39.35,3
HAI1800-RED,#8795,Gettin' Hitched Party Bandanas - Red,google,Fort Lauderdale,$39.35,13
HAI300,1.18331E+11,Inflatable Bride Crown,google,Nashville,$39.35,8
PLA600,#6814,Pineapple Mini Treat Plates,pinterest.com,Detroit,$39.35,8
SHO600,#6523,Last Fling Before The Ring Shot Cups (10 count),google,New York,$39.35,8
TAN300-BT-MINT-L,#8551,Bride Tribe Tanks - Bride Tribe (Mint) / L,mail.google.com,Houston,$39.22,3
TAN400-BRI-WHITE-S,#8551,Bride Tribe Tanks - Bride (White Tank) / S,mail.google.com,Houston,$39.22,3
TAN500-DIL-WHITE-M,#8840,Drunk in Love Tanks - Drunk in Love (White Tank) / M,google,Austin,$39.22,3
TAN500-JD-BLACK-S,#8839,Drunk in Love Tanks - Just Drunk (Black Tank) / S,google,Ponchatoula,$39.22,3
TAN600-JD-PINK-M,#8839,Drunk in Love Tanks - Just Drunk (Pink) / M,google,Ponchatoula,$39.22,3
TAN600-JD-PINK-S,#8840,Drunk in Love Tanks - Just Drunk (Pink) / S,google,Austin,$39.22,3
KOZ-YHMAM-BURG,#8603,You Had Me At Merlot Koozies - Burgundy (You Had Me At Merlot),google,Burleson,$38.69,13
29304631629,#1039,Flamingo Sunnies,pinterest.com,New York,$36.73,5
29304631629,#1224,Flamingo Sunnies,(direct),West Vancouver,$36.73,5
29304631949,#1098,Drinking Buddies Drink Markers,pinterest.com,Sartell,$36.73,3
29304631949,#1472,Drinking Buddies Drink Markers,(direct),Edmond,$36.73,3
29304631949,#1825,Drinking Buddies Drink Markers,(direct),Watertown,$36.73,3
30173847245,#1825,Pink & Green Pineapple Tumbler with Straw,(direct),Watertown,$36.73,3
30173847245,#1978,Pink & Green Pineapple Tumbler with Straw,google,Doctor Phillips,$36.73,3
BAL1600,#8773,I Do Crew Gold Confetti Balloons,google,Spring,$36.73,5
BAL2000,#9057,Miss to Mrs Confetti Balloons,google,Costa Mesa,$36.73,5
DRI100,#3188,Drinking Buddies Drink Markers,google,Seattle,$36.73,3
DRI100,#3267,Drinking Buddies Drink Markers,google,Washington,$36.73,3
DRI100,#3324,Drinking Buddies Drink Markers,(direct),Hoboken,$36.73,3
DRI100,#4057,Drinking Buddies Drink Markers,l.instagram.com,New York,$36.73,3
DRI100,#4192,Drinking Buddies Drink Markers,(direct),New York,$36.73,3
DRI100,#6621,Drinking Buddies Drink Markers,(direct),Atlanta,$36.73,3
DRI100,#6644,Drinking Buddies Drink Markers,google,Destrehan,$36.73,3
DRI100,#6787,Drinking Buddies Drink Markers,google,St. Louis,$36.73,3
DRI100,#6799,Drinking Buddies Drink Markers,Master,Houston,$36.73,3
DRI100,#6946,Drinking Buddies Drink Markers,google,Nashville,$36.73,3
DRI100,#6958,Drinking Buddies Drink Markers,google,Houston,$36.73,3
DRI100,#6977,Drinking Buddies Drink Markers (6 Pack),google,Nashville,$36.73,3
DRI100,#7076,Drinking Buddies Drink Markers (6 Pack),google,Schaumburg,$36.73,3
DRI100,#7082,Drinking Buddies Drink Markers (6 Pack),l.instagram.com,Glenview,$36.73,3
DRI100,#7091,Drinking Buddies Drink Markers (6 Pack),(direct),Plymouth,$36.73,3
DRI100,#7093,Drinking Buddies Drink Markers (6 Pack),google,Cordova Bay,$36.73,3
DRI100,#7098,Drinking Buddies Drink Markers (6 Pack),google,Santa Fe,$36.73,3
DRI100,#7380,Drinking Buddies Drink Markers (6 Pack),google,Mineola,$36.73,3
DRI100,#7392,Drinking Buddies Drink Markers (6 Pack),(direct),Cambridge,$36.73,3
DRI100,#7464,Drinking Buddies Drink Markers (6 Pack),google,Montreal,$36.73,3
DRI100,#7598,Drinking Buddies Drink Markers (6 Pack),google,Allentown,$36.73,3
DRI100,#7697,Drinking Buddies Drink Markers (6 Pack),google,San Diego,$36.73,3
DRI100,#7778,Drinking Buddies Drink Markers (6 Pack),pinterest.ca,Victoria,$36.73,3
DRI100,#7847,Drinking Buddies Drink Markers (6 Pack),google,Seattle,$36.73,3
DRI100,#7868,Drinking Buddies Drink Markers (6 Pack),(direct),New York,$36.73,3
DRI100,#7892,Drinking Buddies Drink Markers (6 Pack),google,Quinte West,$36.73,3
DRI100,#7971,Drinking Buddies Drink Markers (6 Pack),google,Chicago,$36.73,3
DRI100,#8024,Drinking Buddies Drink Markers (6 Pack),google,Huntington Beach,$36.73,3
DRI100,#8054,Drinking Buddies Drink Markers (6 Pack),google,Oslo Municipality,$36.73,3
DRI100,#8131,Drinking Buddies Drink Markers (6 Pack),l.instagram.com,Grand Prairie,$36.73,3
DRI100,#8184,Drinking Buddies Drink Markers (6 Pack),google,Gothenburg,$36.73,3
DRI100,#8220,Drinking Buddies Drink Markers (6 Pack),google,San Francisco,$36.73,3
DRI100,#8441,Drinking Buddies Drink Markers (6 Pack),google,Portsmouth,$36.73,3
DRI100,#8455,Drinking Buddies Drink Markers (6 Pack),weddingforward.com,San Francisco,$36.73,3
DRI100,#8652,Drinking Buddies Drink Markers (6 Pack),google,San Diego,$36.73,3
FTB1400,#8639,Fianc̩e Zippered Confetti Pouch,google,Sunrise,$36.73,3
FTB1500,#8143,Bride Zippered Pouch,google,Cumberland,$36.73,3
NAP1600,#7198,Ring Bling Napkins,Master,Pewaukee,$36.73,5
NAP1600,#7295,Ring Bling Napkins,google,Sandy,$36.73,5
NAP1600,#8520,Ring Bling Napkins,(direct),Boston,$36.73,5
NAP2300,#6934,Rose Gold Ring Bling Napkins,(direct),New York,$36.73,5
NAP2300,#7393,Rose Gold Ring Bling Napkins,(direct),Stillwater,$36.73,5
NAP2300,#8105,Rose Gold Ring Bling Napkins,google,Hartsville,$36.73,5
NAP2300,#8617,Rose Gold Ring Bling Napkins,google,Dallas,$36.73,5
NAP2500,#8639,I Do Crew Napkins,google,Sunrise,$36.73,5
PLA700,#8364,Team Bride Dinner Plates,google,Miami,$36.73,5
PLA700,#8510,Team Bride Dinner Plates,google,San Francisco,$36.73,5
PLA700,#8539,Team Bride Dinner Plates,google,Denton,$36.73,5
STR1200,#8520,Pink Bride Straw,(direct),Boston,$36.73,5
STR1200,#8940,Pink Bride Straw,(direct),Massapequa,$36.73,5
STR900,#4552,Heart Drink Stirrers,pinterest.com,Los Angeles,$36.73,3
1.33936E+11,#6050,Bride's Drinking Team Frost Flex Cups (8 count),(direct),Washington,$31.48,3
29304631757,#1472,Heart Sunnies - White,(direct),Edmond,$31.48,5
29304636941,#2216,Drunk in Love Stemless Wine Tumblers - Drunk in Love,google,Metairie,$31.48,3
29304637005,#1114,Bride Tribe Stemless Wine Tumblers - Bride,pinterest.com,Ojai,$31.48,3
29304638093,#1387,Drink up Bitches! Frost Flex Cups (8 count),(direct),Birmingham,$31.48,3
29304638157,#2272,Sippity Yay! Frost Flex Cups (8 count),google,Green Cove Springs,$31.48,3
29304638413,#1163,Bride Tribe Frost Flex Cups (8 count),google,Fullerton,$31.48,3
29304638477,#1443,Drunk in Love Frost Flex Cups (8 count),google,Phoenix,$31.48,3
29304638861,#1114,Let's Flamingle Snack Plates,pinterest.com,Ojai,$31.48,5
29304638861,#1825,Let's Flamingle Snack Plates,(direct),Watertown,$31.48,5
29304640077,#1781,Pineapple Party Napkins,Master,Atlanta,$31.48,5
29304640781,#1140,Bachelorette Dare Cards,pinterest.com,Lockeford,$31.48,3
29304640781,#1215,Bachelorette Dare Cards,pinterest.com,San Francisco,$31.48,3
29304640781,#1829,Bachelorette Dare Cards,checkout.shopify.com,Grand Prairie,$31.48,3
29304640781,#1874,Bachelorette Dare Cards,pinterest.com,Zurich,$31.48,3
29305063245,#1472,Heart Sunnies - Hot Pink,(direct),Edmond,$31.48,5
29305063309,#1472,Heart Sunnies - Light Pink,(direct),Edmond,$31.48,5
29413149709,#1321,Pink Brush Confetti Snack Plates,google,Chicago,$31.48,5
29413922573,#1114,Pineapple Snack Plates,pinterest.com,Ojai,$31.48,5
30173701901,#1114,Rose All Day Napkins,pinterest.com,Ojai,$31.48,5
30173731789,#1140,Bride's Drinking Team Frost Flex Cups (8 count),pinterest.com,Lockeford,$31.48,3
30173731789,#4689,I Got The Hubby | We Got The Bubbly Frost Flex Cups (8 count),(direct),Austin,$31.48,3
30177369421,#1164,Lingerie Shower Bingo,yahoo,Ojai,$31.48,5
30177543245,#1164,Bride Tribe Stemless Wine Tumblers - Bride Tribe,yahoo,Ojai,$31.48,3
BAL1200,#6608,"36"" Mylar Engagement Ring Balloon",google,Rowland Heights,$31.48,5
